TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"7173300","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Voracious Fell Beast (Borderless)","","422","U","Near Mint","0.12","0.04","1.3500","0.0400","1","0","0.7700",""
"7173305","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Voracious Fell Beast (Borderless)","","422","U","Near Mint Foil","0.23","0.15","1.4100","0.1000","0","0","0.2500",""
"7185551","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","War of the Last Alliance","","36","R","Near Mint Foil","1.16","1.15","2.2100","0.9000","0","0","1.6500",""
"7192134","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Warbeast of Gorgoroth","","152","C","Near Mint Foil","0.06","0.05","1.3500","0.0400","2","0","0.7500",""
"7171285","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Westfold Rider","","37","C","Near Mint Foil","0.17","0.10","1.3900","0.0800","4","0","0.7700",""
"7174150","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Witch-king of Angmar (Borderless)","","423","M","Near Mint","9.84","9.91","10.6800","9.5600","0","0","7.6100",""
"7174155","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Witch-king of Angmar (Borderless)","","423","M","Near Mint Foil","12.12","12.90","12.9000","12.9000","0","0","10.6700",""
"7173015","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Wizard's Rockets","","252","C","Near Mint Foil","0.14","0.09","1.3200","0.0100","4","0","0.7500",""
"7151921","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Wizard's Rockets (Borderless)","","400","C","Near Mint Foil","0.62","0.39","1.5500","0.2400","2","0","1.0900",""
"7171495","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","Wose Pathfinder","","190","C","Near Mint Foil","0.11","0.07","1.3300","0.0200","4","0","0.7500",""
"7028172","Magic","Universes Beyond: The Lord of the Rings: Tales of Middle-earth","You Cannot Pass!","","38","U","Near Mint Foil","0.20","0.17","1.4100","0.1000","2","0","0.8000",""
"6647058","Magic","Universes Beyond: Transformers","Arcee, Sharpshooter","","7","M","Near Mint","0.69","0.45","1.8400","0.5300","1","0","1.2400",""
"6646958","Magic","Universes Beyond: Transformers","Blaster, Combat DJ","","8","M","Near Mint","0.49","0.32","1.6200","0.3100","2","0","1.0400",""
"6646962","Magic","Universes Beyond: Transformers","Blaster, Combat DJ","","8","M","Damaged","0.42","","2.5500","1.2400","1","0","1.2400",""
"6647023","Magic","Universes Beyond: Transformers","Blitzwing, Cruel Tormentor","","4","M","Near Mint","0.86","0.60","2.1000","0.7900","3","0","1.4300",""
"6647028","Magic","Universes Beyond: Transformers","Blitzwing, Cruel Tormentor","","4","M","Near Mint Foil","1.14","1.11","2.0700","0.7600","0","0","1.1400",""
"6647068","Magic","Universes Beyond: Transformers","Cyclonus, the Saboteur","","9","M","Near Mint","0.58","0.37","1.5600","0.2500","0","0","0.3400",""
"6647073","Magic","Universes Beyond: Transformers","Cyclonus, the Saboteur","","9","M","Near Mint Foil","0.74","0.38","1.9000","0.5900","2","0","1.2800",""
"6647078","Magic","Universes Beyond: Transformers","Flamewar, Brash Veteran","","10","M","Near Mint","0.59","0.31","1.7100","0.4000","3","0","1.0900",""
"6647083","Magic","Universes Beyond: Transformers","Flamewar, Brash Veteran","","10","M","Near Mint Foil","0.78","0.48","1.7900","0.4800","1","0","1.3200",""
"6647088","Magic","Universes Beyond: Transformers","Goldbug, Humanity's Ally","","11","M","Near Mint","0.77","0.73","1.9000","0.5900","1","0","1.2400",""
"6678933","Magic","Universes Beyond: Transformers","Goldbug, Humanity's Ally (Shattered Glass)","","25","M","Near Mint","5.35","7.21","6.2400","4.9300","0","0","5.1800",""
"6647013","Magic","Universes Beyond: Transformers","Jetfire, Ingenious Scientist","","3","M","Near Mint","0.67","0.50","1.7900","0.4800","1","0","1.1400",""
"6647113","Magic","Universes Beyond: Transformers","Megatron, Tyrant","","12","M","Near Mint","1.13","1.19","2.2500","0.9400","1","0","1.6600",""
"6647118","Magic","Universes Beyond: Transformers","Megatron, Tyrant","","12","M","Near Mint Foil","2.13","2.00","3.2900","1.9800","1","0","2.9400",""
"6678983","Magic","Universes Beyond: Transformers","Megatron, Tyrant (Shattered Glass)","","26","M","Near Mint","13.40","14.42","14.0000","14.0000","0","0","9.5100",""
"6647133","Magic","Universes Beyond: Transformers","Optimus Prime, Hero","","13","M","Near Mint","2.08","2.69","3.3000","1.9900","0","0","2.0500",""
"6647138","Magic","Universes Beyond: Transformers","Optimus Prime, Hero","","13","M","Near Mint Foil","3.94","4.13","5.1100","3.8000","1","0","4.3900",""
"6646993","Magic","Universes Beyond: Transformers","Prowl, Stoic Strategist","","1","M","Near Mint","0.67","0.67","1.9400","0.6300","0","0","0.8900",""
"6646998","Magic","Universes Beyond: Transformers","Prowl, Stoic Strategist","","1","M","Near Mint Foil","1.17","0.66","1.9700","0.6600","2","0","1.7000",""
"6647003","Magic","Universes Beyond: Transformers","Ratchet, Field Medic","","2","M","Near Mint","0.81","0.85","1.9900","0.6800","1","0","1.2800",""
"6647043","Magic","Universes Beyond: Transformers","Slicer, Hired Muscle","","6","M","Near Mint","5.46","5.60","6.0000","5.0000","0","0","2.2300",""
"6647048","Magic","Universes Beyond: Transformers","Slicer, Hired Muscle","","6","M","Near Mint Foil","6.62","5.38","7.5900","6.2800","0","0","3.1600",""
"6647153","Magic","Universes Beyond: Transformers","Soundwave, Sonic Spy","","14","M","Near Mint","0.76","0.91","1.9600","0.6500","0","0","0.8000",""
"6647158","Magic","Universes Beyond: Transformers","Soundwave, Sonic Spy","","14","M","Near Mint Foil","1.44","1.52","2.1100","0.8000","1","0","1.8000",""
"6679188","Magic","Universes Beyond: Transformers","Soundwave, Sonic Spy (Shattered Glass)","","28","M","Near Mint","6.55","10.00","6.3300","6.3300","0","0","5.6800",""
"6647033","Magic","Universes Beyond: Transformers","Starscream, Power Hungry","","5","M","Near Mint","1.71","1.85","2.8900","1.5800","0","0","1.1400",""
"6679213","Magic","Universes Beyond: Transformers","Starscream, Power Hungry (Shattered Glass)","","20","M","Near Mint","10.17","10.18","10.1800","10.1800","0","0","7.5400",""
"6647218","Magic","Universes Beyond: Transformers","Ultra Magnus, Tactician","","15","M","Near Mint","0.50","0.23","1.6500","0.3400","1","0","0.9600",""
"6647223","Magic","Universes Beyond: Transformers","Ultra Magnus, Tactician","","15","M","Near Mint Foil","0.80","0.54","1.8700","0.5600","1","0","1.3400",""
"5825287","Magic","Universes Beyond: Warhammer 40,000","And They Shall Know No Fear","","9","U","Near Mint","10.24","10.38","10.9000","10.9000","0","0","5.3300",""
"5825332","Magic","Universes Beyond: Warhammer 40,000","And They Shall Know No Fear (Surge Foil)","","9","U","Near Mint Foil","23.27","26.15","23.0000","23.0000","0","0","10.7100",""
"5825840","Magic","Universes Beyond: Warhammer 40,000","Arcane Sanctum (Surge Foil)","","264","U","Near Mint Foil","4.21","5.13","4.9500","3.6400","1","0","5.0600",""
"5810292","Magic","Universes Beyond: Warhammer 40,000","Arcane Signet (229) (Surge Foil)","","229","C","Near Mint Foil","4.32","5.25","5.0500","3.7400","0","0","2.0000",""
"5828650","Magic","Universes Beyond: Warhammer 40,000","Arco-Flagellant (Surge Foil)","","29","R","Near Mint Foil","0.39","","1.6100","0.3000","1","0","1.0100",""
"5814367","Magic","Universes Beyond: Warhammer 40,000","Ash Barrens (Surge Foil)","","265","U","Near Mint Foil","0.45","0.36","1.5500","0.2400","0","0","0.3100",""
"5828660","Magic","Universes Beyond: Warhammer 40,000","Assault Intercessor (Surge Foil)","","104","R","Near Mint Foil","2.35","2.65","3.2100","1.9000","1","0","2.8100",""
"5831339","Magic","Universes Beyond: Warhammer 40,000","Astartes Warrior (001) // Cherubael Double-Sided Token (Surge Foil)","","1 // 13","T","Near Mint Foil","5.98","4.95","5.9900","5.0000","0","0","0.8200",""
"5831434","Magic","Universes Beyond: Warhammer 40,000","Astartes Warrior (001) // Clue Double-Sided Token (Surge Foil)","","1 // 21","T","Near Mint Foil","5.87","","5.9700","4.6600","1","0","6.7600",""
"5831324","Magic","Universes Beyond: Warhammer 40,000","Astartes Warrior (001) // Robot Double-Sided Token (Surge Foil)","","1 // 23","T","Near Mint Foil","5.54","5.79","5.2100","3.9000","0","0","1.6000",""
"5828510","Magic","Universes Beyond: Warhammer 40,000","Bastion Protector (Surge Foil)","","182","R","Near Mint Foil","5.83","5.99","5.2100","3.9000","1","0","6.4000",""
"5828490","Magic","Universes Beyond: Warhammer 40,000","Belisarius Cawl (Surge Foil)","","106","R","Near Mint Foil","0.82","0.56","1.8600","0.5500","0","0","0.4700",""
"5819237","Magic","Universes Beyond: Warhammer 40,000","Biotransference (Surge Foil)","","30","R","Near Mint Foil","13.16","19.99","14.1000","12.6000","0","0","10.9600",""
"5828665","Magic","Universes Beyond: Warhammer 40,000","Birth of the Imperium (Surge Foil)","","107","R","Near Mint Foil","7.15","7.99","8.9000","7.7000","0","0","4.0700",""
"5828670","Magic","Universes Beyond: Warhammer 40,000","Callidus Assassin (Surge Foil)","","109","R","Near Mint Foil","7.69","7.97","7.2000","6.0000","0","0","11.7000",""
"5820037","Magic","Universes Beyond: Warhammer 40,000","Canoptek Scarab Swarm","","150","R","Near Mint","8.40","8.51","8.7400","8.7400","0","0","7.4900",""
"5824447","Magic","Universes Beyond: Warhammer 40,000","Canoptek Spyder (Surge Foil)","","151","R","Near Mint Foil","11.81","14.69","12.9900","12.9900","0","0","5.3900",""
"5825530","Magic","Universes Beyond: Warhammer 40,000","Celestine, the Living Saint (Surge Foil)","","10","R","Near Mint Foil","45.07","39.70","41.0100","39.7000","0","0","15.2900",""
"5815442","Magic","Universes Beyond: Warhammer 40,000","Choked Estuary (Surge Foil)","","268","R","Near Mint Foil","0.94","1.19","2.0100","0.7000","1","0","1.5000",""
"5828505","Magic","Universes Beyond: Warhammer 40,000","Collective Effort (Surge Foil)","","183","R","Near Mint Foil","1.02","1.15","2.0100","0.7000","1","0","1.5400",""
"5810437","Magic","Universes Beyond: Warhammer 40,000","Command Tower (272) (Surge Foil)","","272","C","Near Mint Foil","3.68","3.99","4.0400","2.7300","0","0","3.5500",""
"5828565","Magic","Universes Beyond: Warhammer 40,000","Commander's Sphere (233) (Surge Foil)","","233","C","Near Mint Foil","0.55","0.25","1.5300","0.2200","1","0","1.0700",""
"5825282","Magic","Universes Beyond: Warhammer 40,000","Commissar Severina Raine (Surge Foil)","","112","R","Near Mint Foil","33.92","29.99","29.9000","28.7000","0","0","6.2300",""
"5828675","Magic","Universes Beyond: Warhammer 40,000","Company Commander (Surge Foil)","","113","R","Near Mint Foil","3.99","4.59","4.0300","2.7200","0","0","3.3900",""
"5824222","Magic","Universes Beyond: Warhammer 40,000","Cryptothrall (Surge Foil)","","155","R","Near Mint Foil","11.16","9.25","13.1800","11.6900","0","0","6.3200",""
"5828680","Magic","Universes Beyond: Warhammer 40,000","Cybernetica Datasmith (Surge Foil)","","114","R","Near Mint Foil","0.34","","1.5200","0.2100","1","0","0.9400",""
"5823007","Magic","Universes Beyond: Warhammer 40,000","Darkness (Surge Foil)","","197","C","Near Mint Foil","16.35","21.88","19.9900","19.0000","0","0","18.9100",""
"5825935","Magic","Universes Beyond: Warhammer 40,000","Darkwater Catacombs (Surge Foil)","","274","R","Near Mint Foil","0.60","0.60","1.6200","0.3100","0","0","0.4600",""
"5825423","Magic","Universes Beyond: Warhammer 40,000","Defenders of Humanity (Surge Foil)","","11","R","Near Mint Foil","0.86","0.71","1.7400","0.4300","1","0","1.3400",""
"5828685","Magic","Universes Beyond: Warhammer 40,000","Deny the Witch (Surge Foil)","","116","U","Near Mint Foil","2.21","2.59","2.7400","1.4300","0","0","1.0500",""
"5828515","Magic","Universes Beyond: Warhammer 40,000","Deploy to the Front (Surge Foil)","","184","R","Near Mint Foil","2.30","0.73","2.0100","0.7000","1","0","2.7200",""
"5815792","Magic","Universes Beyond: Warhammer 40,000","Dismal Backwater (Surge Foil)","","276","C","Near Mint Foil","0.22","0.17","1.4100","0.1000","1","0","0.8100",""
"5828520","Magic","Universes Beyond: Warhammer 40,000","Entrapment Maneuver (Surge Foil)","","185","R","Near Mint Foil","0.41","0.20","1.5900","0.2800","0","0","0.4200",""
"5828690","Magic","Universes Beyond: Warhammer 40,000","Epistolary Librarian (Surge Foil)","","118","R","Near Mint Foil","0.52","0.66","1.7100","0.4000","1","0","1.1400",""
"5828570","Magic","Universes Beyond: Warhammer 40,000","Everflowing Chalice (Surge Foil)","","238","R","Near Mint Foil","1.60","1.49","2.6600","1.3500","1","0","2.1300",""
"5814417","Magic","Universes Beyond: Warhammer 40,000","Evolving Wilds (Surge Foil)","","277","C","Near Mint Foil","0.25","0.19","1.5000","0.1900","0","0","0.2500",""
"5814317","Magic","Universes Beyond: Warhammer 40,000","Exotic Orchard (Surge Foil)","","278","R","Near Mint Foil","1.58","1.69","2.6100","1.3000","0","0","0.7800",""
"5825525","Magic","Universes Beyond: Warhammer 40,000","Exterminatus (Surge Foil)","","120","R","Near Mint Foil","2.39","2.40","3.3100","2.0000","1","0","2.9000",""
"5828525","Magic","Universes Beyond: Warhammer 40,000","Fell the Mighty (Surge Foil)","","186","R","Near Mint Foil","1.44","1.88","2.2100","0.9000","1","0","1.8800",""
"5828600","Magic","Universes Beyond: Warhammer 40,000","For the Emperor! (Surge Foil)","","12","R","Near Mint Foil","0.70","0.70","1.8100","0.5000","1","0","1.3000",""
"5828605","Magic","Universes Beyond: Warhammer 40,000","Grey Knight Paragon (Surge Foil)","","13","U","Near Mint Foil","0.61","0.61","1.8100","0.5000","0","0","0.3700",""
"5828530","Magic","Universes Beyond: Warhammer 40,000","Hour of Reckoning (Surge Foil)","","187","R","Near Mint Foil","0.71","0.71","2.0200","0.7100","1","0","1.4400",""
"5828495","Magic","Universes Beyond: Warhammer 40,000","Inquisitor Eisenhorn (Surge Foil)","","127","R","Near Mint Foil","2.62","2.15","3.2100","1.9000","0","0","0.5600",""
"5829194","Magic","Universes Beyond: Warhammer 40,000","Inquisitor Greyfax (Display Commander) (Surge Foil) - Thick Stock","","179","M","Near Mint Foil","0.66","","1.7900","0.4800","1","0","1.2100",""
"5809442","Magic","Universes Beyond: Warhammer 40,000","Inquisitor Greyfax (Surge Foil)","","3","M","Near Mint Foil","2.76","","4.0400","2.7300","0","0","1.1600",""
"5828715","Magic","Universes Beyond: Warhammer 40,000","Inquisitorial Rosette (Surge Foil)","","159","R","Near Mint Foil","2.59","2.70","3.3100","2.0000","1","0","3.0100",""
"5814707","Magic","Universes Beyond: Warhammer 40,000","Keeper of Secrets","","78","R","Near Mint","6.63","6.78","7.1300","6.1400","0","0","6.3900",""
"5828720","Magic","Universes Beyond: Warhammer 40,000","Knight Paladin (Surge Foil)","","160","R","Near Mint Foil","9.88","9.40","9.4200","8.2200","1","0","9.9900",""
"5828535","Magic","Universes Beyond: Warhammer 40,000","Launch the Fleet (Surge Foil)","","188","R","Near Mint Foil","0.57","0.41","1.7200","0.4100","1","0","1.2000",""
"5809702","Magic","Universes Beyond: Warhammer 40,000","Marneus Calgar (Surge Foil)","","8","M","Near Mint Foil","37.62","45.00","45.0000","45.0000","0","0","7.0200",""
"5828540","Magic","Universes Beyond: Warhammer 40,000","Martial Coup (Surge Foil)","","189","R","Near Mint Foil","0.99","0.99","1.9500","0.6400","1","0","1.4900",""
"5825985","Magic","Universes Beyond: Warhammer 40,000","Memorial to Glory (Surge Foil)","","283","U","Near Mint Foil","0.28","0.16","1.4400","0.1300","1","0","0.8300",""
"5828575","Magic","Universes Beyond: Warhammer 40,000","Mind Stone (244) (Surge Foil)","","244","U","Near Mint Foil","3.43","3.74","3.7500","2.4400","1","0","3.7400",""
"5828555","Magic","Universes Beyond: Warhammer 40,000","Mortify (Surge Foil)","","225","U","Near Mint Foil","0.44","0.46","1.6600","0.3500","1","0","1.0800",""
"5828500","Magic","Universes Beyond: Warhammer 40,000","Neyam Shai Murad (Surge Foil)","","135","R","Near Mint Foil","0.48","0.39","1.6300","0.3200","1","0","1.0600",""
"5818813","Magic","Universes Beyond: Warhammer 40,000","Out of the Tombs","","46","R","Near Mint","12.77","13.51","13.0000","11.6900","0","0","6.5600",""
"5814062","Magic","Universes Beyond: Warhammer 40,000","Path of Ancestry (Surge Foil)","","287","C","Near Mint Foil","0.48","0.43","1.7100","0.4000","0","0","0.4300",""
"5825990","Magic","Universes Beyond: Warhammer 40,000","Port Town (Surge Foil)","","289","R","Near Mint Foil","0.46","0.50","1.7200","0.4100","1","0","1.1100",""
"5828475","Magic","Universes Beyond: Warhammer 40,000","Prairie Stream (Surge Foil)","","290","R","Near Mint Foil","0.55","0.57","1.8300","0.5200","1","0","1.1900",""
"5828700","Magic","Universes Beyond: Warhammer 40,000","Primaris Chaplain (Surge Foil)","","137","U","Near Mint Foil","0.37","0.37","1.4100","0.1000","1","0","0.8900",""
"5828655","Magic","Universes Beyond: Warhammer 40,000","Primaris Eliminator (Surge Foil)","","50","R","Near Mint Foil","6.93","9.90","11.2100","9.9000","0","0","1.8500",""
"5828725","Magic","Universes Beyond: Warhammer 40,000","Reaver Titan (Surge Foil)","","163","R","Near Mint Foil","44.96","42.90","44.2100","42.9000","0","0","6.5500",""
"5828550","Magic","Universes Beyond: Warhammer 40,000","Reconnaissance Mission (Surge Foil)","","193","U","Near Mint Foil","3.32","2.66","3.9700","2.6600","1","0","3.6700",""
"5828730","Magic","Universes Beyond: Warhammer 40,000","Redemptor Dreadnought (Surge Foil)","","164","R","Near Mint Foil","0.43","0.32","1.6100","0.3000","1","0","1.0500",""
"5823727","Magic","Universes Beyond: Warhammer 40,000","Resurrection Orb (Surge Foil)","","165","R","Near Mint Foil","25.26","28.40","30.2000","29.2100","0","0","11.2900",""
"5825232","Magic","Universes Beyond: Warhammer 40,000","Sanguinary Priest (Surge Foil)","","53","U","Near Mint Foil","1.67","1.66","2.5900","1.2800","0","0","1.0400",""
"5828480","Magic","Universes Beyond: Warhammer 40,000","Scoured Barrens (Surge Foil)","","293","C","Near Mint Foil","1.32","1.09","2.3100","1.0000","1","0","1.8600",""
"5828640","Magic","Universes Beyond: Warhammer 40,000","Sicarian Infiltrator (Surge Foil)","","25","U","Near Mint Foil","8.71","8.48","8.4800","8.4800","1","0","8.7100",""
"5828705","Magic","Universes Beyond: Warhammer 40,000","Sister Hospitaller (Surge Foil)","","141","R","Near Mint Foil","18.10","17.10","18.4100","17.1000","0","0","1.7300",""
"5828645","Magic","Universes Beyond: Warhammer 40,000","Sister of Silence (Surge Foil)","","26","R","Near Mint Foil","0.99","1.15","2.2100","0.9000","0","0","0.5000",""
"5828710","Magic","Universes Beyond: Warhammer 40,000","Sister Repentia (Surge Foil)","","142","R","Near Mint Foil","2.05","1.60","2.9100","1.6000","0","0","0.7700",""
"5827030","Magic","Universes Beyond: Warhammer 40,000","Skullclamp","","248","U","Near Mint","6.53","6.03","6.9100","6.9100","0","0","5.9500",""
"5828580","Magic","Universes Beyond: Warhammer 40,000","Skullclamp (Surge Foil)","","248","U","Near Mint Foil","18.78","19.73","19.7300","19.7300","0","0","14.7200",""
"5828485","Magic","Universes Beyond: Warhammer 40,000","Skycloud Expanse (Surge Foil)","","294","R","Near Mint Foil","0.32","0.48","1.6100","0.3000","1","0","0.9900",""
"5809922","Magic","Universes Beyond: Warhammer 40,000","Sol Ring (251) (Surge Foil)","","251","U","Near Mint Foil","9.62","9.61","9.9900","9.9900","0","0","4.7100",""
"5830983","Magic","Universes Beyond: Warhammer 40,000","Soldier (002) // Space Marine Devastator Double-Sided Token (Surge Foil)","","2 // 5","T","Near Mint Foil","1.26","1.71","2.2600","0.9500","0","0","0.6800",""
"5830988","Magic","Universes Beyond: Warhammer 40,000","Soldier (002) // Zephyrim Double-Sided Token (Surge Foil)","","2 // 7","T","Near Mint Foil","0.79","","1.9600","0.6500","0","0","0.6000",""
"5831088","Magic","Universes Beyond: Warhammer 40,000","Soldier (003) // Sicarian Infiltrator Double-Sided Token (Surge Foil)","","3 // 8","T","Near Mint Foil","3.11","3.75","4.0100","2.7000","1","0","4.7900",""
"5831083","Magic","Universes Beyond: Warhammer 40,000","Soldier (003) // Ultramarines Honour Guard Double-Sided Token (Surge Foil)","","3 // 6","T","Near Mint Foil","3.99","4.13","3.3100","2.0000","0","0","2.1000",""
"5831188","Magic","Universes Beyond: Warhammer 40,000","Soldier (004) // Arco-Flagellant Double-Sided Token (Surge Foil)","","4 // 11","T","Near Mint Foil","0.62","0.63","1.6600","0.3500","1","0","1.1700",""
"5831183","Magic","Universes Beyond: Warhammer 40,000","Soldier (004) // Vanguard Suppressor Double-Sided Token (Surge Foil)","","4 // 10","T","Near Mint Foil","1.21","1.21","2.0600","0.7500","1","0","2.1000",""
"5828610","Magic","Universes Beyond: Warhammer 40,000","Space Marine Devastator (Surge Foil)","","14","R","Near Mint Foil","3.99","3.77","4.9700","3.6600","0","0","2.1200",""
"5828615","Magic","Universes Beyond: Warhammer 40,000","Space Marine Scout (Surge Foil)","","15","U","Near Mint Foil","2.55","3.87","2.7100","1.4000","0","0","0.8600",""
"5815842","Magic","Universes Beyond: Warhammer 40,000","Sunken Hollow (Surge Foil)","","295","R","Near Mint Foil","0.52","0.49","1.7100","0.4000","1","0","1.1400",""
"5828545","Magic","Universes Beyond: Warhammer 40,000","Swords to Plowshares (Surge Foil)","","190","U","Near Mint Foil","6.02","6.99","7.8900","7.8900","0","0","3.9100",""
"5828585","Magic","Universes Beyond: Warhammer 40,000","Talisman of Dominance (254) (Surge Foil)","","254","U","Near Mint Foil","3.87","3.99","5.0100","3.7000","1","0","4.4400",""
"5818452","Magic","Universes Beyond: Warhammer 40,000","Talisman of Hierarchy (Surge Foil)","","256","U","Near Mint Foil","6.63","5.00","5.3000","5.3000","1","0","6.3900",""
"5828590","Magic","Universes Beyond: Warhammer 40,000","Talisman of Progress (Surge Foil)","","258","R","Near Mint Foil","5.57","5.69","5.9900","5.9900","1","0","5.9000",""
"5814467","Magic","Universes Beyond: Warhammer 40,000","Terramorphic Expanse (Surge Foil)","","301","C","Near Mint Foil","0.30","0.32","1.5000","0.1900","0","0","0.2500",""
"5828695","Magic","Universes Beyond: Warhammer 40,000","The Flesh Is Weak (Surge Foil)","","122","R","Near Mint Foil","0.56","0.79","1.6100","0.3000","1","0","1.1200",""
"5825428","Magic","Universes Beyond: Warhammer 40,000","The Golden Throne (Surge Foil)","","157","R","Near Mint Foil","15.89","16.00","14.3500","13.1500","0","0","4.4200",""
"5828735","Magic","Universes Beyond: Warhammer 40,000","Thunderhawk Gunship (Surge Foil)","","167","R","Near Mint Foil","23.15","19.99","21.3000","19.9900","0","0","12.9900",""
"5828620","Magic","Universes Beyond: Warhammer 40,000","Thunderwolf Cavalry (Surge Foil)","","16","U","Near Mint Foil","0.32","0.12","1.5600","0.2500","1","0","0.9500",""
"5828470","Magic","Universes Beyond: Warhammer 40,000","Tranquil Cove (Surge Foil)","","303","C","Near Mint Foil","0.31","0.29","1.5100","0.2000","1","0","0.9300",""
"5828595","Magic","Universes Beyond: Warhammer 40,000","Triumph of Saint Katherine (Surge Foil)","","17","R","Near Mint Foil","23.90","23.86","18.7800","18.7800","0","0","41.1800",""
"5828625","Magic","Universes Beyond: Warhammer 40,000","Ultramarines Honour Guard (Surge Foil)","","18","R","Near Mint Foil","5.52","5.72","5.6000","5.6000","0","0","5.7700",""
"5594498","Magic","Universes Beyond: Warhammer 40,000","Universes Beyond: Warhammer 40,000 - Forces of the Imperium Commander Deck","","","","Unopened","194.51","","205.0000","205.0000","0","0","48.7700",""
"5594477","Magic","Universes Beyond: Warhammer 40,000","Universes Beyond: Warhammer 40,000 - Necron Dynasties Commander Deck","","","","Unopened","232.62","","245.0000","245.0000","0","0","70.3100",""
"5594493","Magic","Universes Beyond: Warhammer 40,000","Universes Beyond: Warhammer 40,000 - The Ruinous Powers Commander Deck","","","","Unopened","154.38","","159.7900","155.8000","0","0","48.8400",""
"5594492","Magic","Universes Beyond: Warhammer 40,000","Universes Beyond: Warhammer 40,000 - Tyranid Swarm Commander Deck","","","","Unopened","195.22","","194.0000","194.0000","0","0","47.7400",""
"5828560","Magic","Universes Beyond: Warhammer 40,000","Utter End (Surge Foil)","","226","R","Near Mint Foil","0.48","0.48","1.6000","0.2900","0","0","0.7400",""
"5818502","Magic","Universes Beyond: Warhammer 40,000","Vanguard Suppressor (Surge Foil)","","27","R","Near Mint Foil","0.82","1.10","2.1400","0.8300","0","0","1.0100",""
"5828630","Magic","Universes Beyond: Warhammer 40,000","Vexilus Praetor (Surge Foil)","","19","R","Near Mint Foil","13.58","14.91","14.3900","12.9000","0","0","4.4800",""
"5828635","Magic","Universes Beyond: Warhammer 40,000","Zephyrim (Surge Foil)","","20","R","Near Mint Foil","2.75","3.09","3.4100","2.1000","0","0","1.4900",""
"3548042","Magic","Unstable","As Luck Would Have It","","102","R","Near Mint Foil","1.12","","1.9100","0.6000","0","0","1.0900",""
"19645","Magic","Urza's Destiny","Bubbling Muck","","54","C","Near Mint","2.46","3.00","3.2600","1.9500","0","0","1.8700",""
"19646","Magic","Urza's Destiny","Caltrops","","129","U","Near Mint","2.77","3.30","3.6100","2.3000","0","0","2.3000",""
"19654","Magic","Urza's Destiny","Compost","","102","U","Near Mint","1.10","","2.4000","1.0900","0","0","1.1500",""
"368936","Magic","Urza's Destiny","Covetous Dragon","","80","R","Lightly Played","2.32","2.87","2.7100","1.4000","1","0","2.8700",""
"19704","Magic","Urza's Destiny","Mental Discipline","","37","C","Near Mint","0.16","","1.3500","0.0400","1","0","0.7600",""
"43508","Magic","Urza's Destiny","Mental Discipline","","37","C","Near Mint Foil","2.21","1.97","2.2900","0.9800","1","0","2.2500",""
"43555","Magic","Urza's Destiny","Telepathic Spies","","47","C","Near Mint Foil","1.18","1.44","2.4900","1.1800","1","0","1.8400",""
"19896","Magic","Urza's Legacy","Tinker","","45","U","Near Mint","3.96","3.98","4.8100","3.5000","0","0","2.6000",""
"20257","Magic","Urza's Saga","Acidic Soil","","172","U","Near Mint","1.22","","1.8600","0.5500","0","0","1.4100",""
"20267","Magic","Urza's Saga","Argothian Elder","","233","U","Near Mint","0.71","","1.8300","0.5200","1","0","1.2700",""
"20317","Magic","Urza's Saga","Dark Ritual","","127","C","Near Mint","4.77","6.64","5.1400","3.8300","0","0","1.0800",""
"20361","Magic","Urza's Saga","Gaea's Cradle","","321","R","Near Mint","977.12","","1075.9900","1075.0000","0","0","889.9800",""
"20369","Magic","Urza's Saga","Goblin Offensive","","192","U","Near Mint","2.95","","4.1100","2.8000","0","0","3.3700",""
"369650","Magic","Urza's Saga","Goblin Offensive","","192","U","Lightly Played","1.43","","2.5000","1.1900","0","0","2.3600",""
"369723","Magic","Urza's Saga","Peregrine Drake","","88","U","Lightly Played","0.60","0.60","1.7100","0.4000","0","0","0.4100",""
"369794","Magic","Urza's Saga","Smokestack","","309","R","Lightly Played","5.59","6.15","6.1000","6.1000","1","0","6.0300",""
"20544","Magic","Urza's Saga","Turnabout","","105","U","Near Mint","1.02","0.99","1.6300","0.3200","1","0","1.3300",""
"20566","Magic","Urza's Saga","Voltaic Key","","314","U","Near Mint","6.50","","6.0400","6.0400","0","0","4.5000",""
"338331","Magic","Urza's Saga","Voltaic Key","","314","U","Moderately Played","3.30","","4.3000","2.9900","0","0","1.9400",""
"19395","Magic","Visions","Phyrexian Walker","","","C","Near Mint","1.32","","2.3800","1.0700","3","0","1.8100",""
